,user,service,value
98,fJlBu,capuccino decaffeinated,0.0
99,fa6SQ,capuccino decaffeinated,0.0
100,gKUuuzg9,capuccino decaffeinated,0.0
101,iia5SP5,capuccino decaffeinated,0.0
102,jb1CjU1HF,capuccino decaffeinated,0.0
103,larri45h,capuccino decaffeinated,0.0
104,oS7WZT0,capuccino decaffeinated,0.0
105,qpzNDzybrsi,capuccino decaffeinated,0.0
106,sZfLY,capuccino decaffeinated,0.0
107,uhDooz5uD,capuccino decaffeinated,0.0
108,vRXyI,capuccino decaffeinated,0.0
109,ws0cho3,capuccino decaffeinated,0.0
110,ymETMF4M4,capuccino decaffeinated,0.0
111,0WFqeFiPx3K,chocolate,0.0
112,0a4Qn,chocolate,0.0
113,13zpiFiAzJ,chocolate,0.0
114,2qDLEBNv,chocolate,0.10370370370370369
115,5pVcV5V,chocolate,0.19225352112676056
116,93xlxT,chocolate,0.5259887005649717
117,CCMAqXtVdM,chocolate,0.0
118,CkfZksM2rBrL,chocolate,0.0
119,CuAgSlJwl,chocolate,0.0
120,D6F0qp7s7,chocolate,0.0
121,F96Kv,chocolate,0.0
122,FHZemZ,chocolate,0.0
123,FmxgvxmU,chocolate,0.007894736842105262
124,I3RXU,chocolate,0.0
125,IQtg13hB,chocolate,0.0
126,M8TX69h8,chocolate,0.0
127,OCUnH,chocolate,0.0
128,OJwzAJ33l,chocolate,0.05384615384615385
129,P5BAwzTfB,chocolate,0.0
130,TRFKSXv,chocolate,0.7
131,Vhpk5shpkk,chocolate,0.0
132,Yx3rQ,chocolate,-0.0030000000000000027
133,anH4HDH,chocolate,0.0
134,d4guBrpB,chocolate,0.0
135,fJlBu,chocolate,0.0
136,fa6SQ,chocolate,0.0
137,gKUuuzg9,chocolate,0.12954545454545455
138,iia5SP5,chocolate,0.0
139,jb1CjU1HF,chocolate,0.06999999999999999
140,larri45h,chocolate,0.0
141,oS7WZT0,chocolate,0.0
142,qpzNDzybrsi,chocolate,0.0
143,sZfLY,chocolate,0.0
144,uhDooz5uD,chocolate,0.0
145,vRXyI,chocolate,0.0
146,ws0cho3,chocolate,0.0
147,ymETMF4M4,chocolate,0.0
148,0WFqeFiPx3K,chocolate_milk,0.0
149,0a4Qn,chocolate_milk,0.0
150,13zpiFiAzJ,chocolate_milk,0.0
151,2qDLEBNv,chocolate_milk,0.0
152,5pVcV5V,chocolate_milk,0.0
153,93xlxT,chocolate_milk,0.0
154,CCMAqXtVdM,chocolate_milk,0.0
155,CkfZksM2rBrL,chocolate_milk,0.0
156,CuAgSlJwl,chocolate_milk,0.0
157,D6F0qp7s7,chocolate_milk,0.0
158,F96Kv,chocolate_milk,0.0
159,FHZemZ,chocolate_milk,0.0
160,FmxgvxmU,chocolate_milk,0.0
161,I3RXU,chocolate_milk,0.0
162,IQtg13hB,chocolate_milk,0.0
163,M8TX69h8,chocolate_milk,0.0
164,OCUnH,chocolate_milk,0.07777777777777777
165,OJwzAJ33l,chocolate_milk,0.0
166,P5BAwzTfB,chocolate_milk,0.0
167,TRFKSXv,chocolate_milk,0.0
168,Vhpk5shpkk,chocolate_milk,0.0
169,Yx3rQ,chocolate_milk,0.0
170,anH4HDH,chocolate_milk,0.0
171,d4guBrpB,chocolate_milk,0.0
172,fJlBu,chocolate_milk,0.0
173,fa6SQ,chocolate_milk,0.0
174,gKUuuzg9,chocolate_milk,0.0
175,iia5SP5,chocolate_milk,0.09999999999999999
176,jb1CjU1HF,chocolate_milk,0.0
177,larri45h,chocolate_milk,0.0
178,oS7WZT0,chocolate_milk,0.0
179,qpzNDzybrsi,chocolate_milk,0.0
180,sZfLY,chocolate_milk,0.0
181,uhDooz5uD,chocolate_milk,0.0
182,vRXyI,chocolate_milk,0.0
183,ws0cho3,chocolate_milk,0.0
184,ymETMF4M4,chocolate_milk,0.0
185,0WFqeFiPx3K,cortado,0.0
186,0a4Qn,cortado,0.1485
187,13zpiFiAzJ,cortado,0.0
188,2qDLEBNv,cortado,0.0
189,5pVcV5V,cortado,0.0
190,93xlxT,cortado,0.0
191,CCMAqXtVdM,cortado,0.7
192,CkfZksM2rBrL,cortado,0.7
193,CuAgSlJwl,cortado,0.12810457516339868
194,D6F0qp7s7,cortado,0.29696969696969694
195,F96Kv,cortado,0.0
196,FHZemZ,cortado,0.0
197,FmxgvxmU,cortado,0.613157894736842
198,I3RXU,cortado,0.0
199,IQtg13hB,cortado,0.0
200,M8TX69h8,cortado,0.0
201,OCUnH,cortado,-0.0030000000000000027
202,OJwzAJ33l,cortado,0.0
203,P5BAwzTfB,cortado,0.0
204,TRFKSXv,cortado,0.0
205,Vhpk5shpkk,cortado,0.0
206,Yx3rQ,cortado,0.1485
207,anH4HDH,cortado,0.0
208,d4guBrpB,cortado,0.4838926174496644
209,fJlBu,cortado,0.1485
210,fa6SQ,cortado,0.0
211,gKUuuzg9,cortado,0.0
212,iia5SP5,cortado,0.0
213,jb1CjU1HF,cortado,0.0
214,larri45h,cortado,0.0
215,oS7WZT0,cortado,0.0
216,qpzNDzybrsi,cortado,0.0
217,sZfLY,cortado,0.0
218,uhDooz5uD,cortado,0.0
219,vRXyI,cortado,0.0
220,ws0cho3,cortado,0.1485
221,ymETMF4M4,cortado,0.0
222,0WFqeFiPx3K,cortado decaffeinated,0.0
223,0a4Qn,cortado decaffeinated,0.1485
224,13zpiFiAzJ,cortado decaffeinated,0.0
225,2qDLEBNv,cortado decaffeinated,0.0
226,5pVcV5V,cortado decaffeinated,0.0
227,93xlxT,cortado decaffeinated,0.16214689265536722
228,CCMAqXtVdM,cortado decaffeinated,0.0
229,CkfZksM2rBrL,cortado decaffeinated,0.0
230,CuAgSlJwl,cortado decaffeinated,0.0
231,D6F0qp7s7,cortado decaffeinated,0.0
232,F96Kv,cortado decaffeinated,0.0
233,FHZemZ,cortado decaffeinated,0.0
234,FmxgvxmU,cortado decaffeinated,0.0026315789473684206
235,I3RXU,cortado decaffeinated,0.0
236,IQtg13hB,cortado decaffeinated,0.0
237,M8TX69h8,cortado decaffeinated,0.0
238,OCUnH,cortado decaffeinated,0.0
239,OJwzAJ33l,cortado decaffeinated,0.0
240,P5BAwzTfB,cortado decaffeinated,0.0
241,TRFKSXv,cortado decaffeinated,0.0
242,Vhpk5shpkk,cortado decaffeinated,0.0
243,Yx3rQ,cortado decaffeinated,-0.0030000000000000027
244,anH4HDH,cortado decaffeinated,0.0
245,d4guBrpB,cortado decaffeinated,0.20201342281879195
246,fJlBu,cortado decaffeinated,0.0
247,fa6SQ,cortado decaffeinated,0.0
248,gKUuuzg9,cortado decaffeinated,0.0
249,iia5SP5,cortado decaffeinated,0.0
250,jb1CjU1HF,cortado decaffeinated,0.0
251,larri45h,cortado decaffeinated,0.0
252,oS7WZT0,cortado decaffeinated,0.0
253,qpzNDzybrsi,cortado decaffeinated,0.0
254,sZfLY,cortado decaffeinated,0.0
255,uhDooz5uD,cortado decaffeinated,0.0
256,vRXyI,cortado decaffeinated,0.0
257,ws0cho3,cortado decaffeinated,0.0
258,ymETMF4M4,cortado decaffeinated,0.0
259,0WFqeFiPx3K,decaffeinated,0.0
260,0a4Qn,decaffeinated,0.0
261,13zpiFiAzJ,decaffeinated,0.0
262,2qDLEBNv,decaffeinated,0.0
263,5pVcV5V,decaffeinated,0.0
264,93xlxT,decaffeinated,0.0
265,CCMAqXtVdM,decaffeinated,0.0
266,CkfZksM2rBrL,decaffeinated,0.0
267,CuAgSlJwl,decaffeinated,0.0
268,D6F0qp7s7,decaffeinated,0.0
269,F96Kv,decaffeinated,0.0
270,FHZemZ,decaffeinated,0.0
271,FmxgvxmU,decaffeinated,0.0022631578947368385
272,I3RXU,decaffeinated,0.0
273,IQtg13hB,decaffeinated,0.0
274,M8TX69h8,decaffeinated,0.0
275,OCUnH,decaffeinated,-0.0030000000000000027
276,OJwzAJ33l,decaffeinated,0.0
277,P5BAwzTfB,decaffeinated,0.0
278,TRFKSXv,decaffeinated,0.0
279,Vhpk5shpkk,decaffeinated,0.49583333333333335
280,Yx3rQ,decaffeinated,-0.0030000000000000027
281,anH4HDH,decaffeinated,0.0
282,d4guBrpB,decaffeinated,0.0
283,fJlBu,decaffeinated,0.0
284,fa6SQ,decaffeinated,-0.0030000000000000027
285,gKUuuzg9,decaffeinated,0.0
286,iia5SP5,decaffeinated,0.0
287,jb1CjU1HF,decaffeinated,0.0
288,larri45h,decaffeinated,0.0
289,oS7WZT0,decaffeinated,0.0
290,qpzNDzybrsi,decaffeinated,0.0
291,sZfLY,decaffeinated,0.0
292,uhDooz5uD,decaffeinated,0.0
293,vRXyI,decaffeinated,0.0
294,ws0cho3,decaffeinated,-0.0030000000000000027
295,ymETMF4M4,decaffeinated,0.024561403508771926
296,0WFqeFiPx3K,expresso,0.0
297,0a4Qn,expresso,-0.0030000000000000027
298,13zpiFiAzJ,expresso,0.7
299,2qDLEBNv,expresso,0.07777777777777777
300,5pVcV5V,expresso,0.0
301,93xlxT,expresso,0.0039548022598870055
302,CCMAqXtVdM,expresso,0.0
303,CkfZksM2rBrL,expresso,0.0
304,CuAgSlJwl,expresso,0.004575163398692811
305,D6F0qp7s7,expresso,0.0
306,F96Kv,expresso,0.0
307,FHZemZ,expresso,0.0
308,FmxgvxmU,expresso,0.03684210526315789
309,I3RXU,expresso,0.0
310,IQtg13hB,expresso,0.7
311,M8TX69h8,expresso,0.0
312,OCUnH,expresso,0.7666666666666666
313,OJwzAJ33l,expresso,0.1076923076923077
314,P5BAwzTfB,expresso,0.0
315,TRFKSXv,expresso,0.0
316,Vhpk5shpkk,expresso,0.14583333333333334
317,Yx3rQ,expresso,0.0
318,anH4HDH,expresso,0.0
319,d4guBrpB,expresso,0.009395973154362415
320,fJlBu,expresso,0.0
321,fa6SQ,expresso,0.0
322,gKUuuzg9,expresso,0.0
323,iia5SP5,expresso,0.0
324,jb1CjU1HF,expresso,0.0
325,larri45h,expresso,0.0
326,oS7WZT0,expresso,0.0
327,qpzNDzybrsi,expresso,0.7
328,sZfLY,expresso,1.0
329,uhDooz5uD,expresso,0.05185185185185184
330,vRXyI,expresso,0.1485
331,ws0cho3,expresso,0.5249999999999999
332,ymETMF4M4,expresso,0.0
333,0WFqeFiPx3K,hazelnut_cappuccino,0.0
334,0a4Qn,hazelnut_cappuccino,0.0
335,13zpiFiAzJ,hazelnut_cappuccino,0.0
336,2qDLEBNv,hazelnut_cappuccino,0.05185185185185184
337,5pVcV5V,hazelnut_cappuccino,0.497887323943662
338,93xlxT,hazelnut_cappuccino,0.007909604519774011
339,CCMAqXtVdM,hazelnut_cappuccino,0.0
340,CkfZksM2rBrL,hazelnut_cappuccino,0.0
341,CuAgSlJwl,hazelnut_cappuccino,0.0
342,D6F0qp7s7,hazelnut_cappuccino,0.0
343,F96Kv,hazelnut_cappuccino,0.1485
344,FHZemZ,hazelnut_cappuccino,0.0
345,FmxgvxmU,hazelnut_cappuccino,0.0
346,I3RXU,hazelnut_cappuccino,0.0
347,IQtg13hB,hazelnut_cappuccino,0.0
348,M8TX69h8,hazelnut_cappuccino,0.0
349,OCUnH,hazelnut_cappuccino,-0.0030000000000000027
350,OJwzAJ33l,hazelnut_cappuccino,0.0
351,P5BAwzTfB,hazelnut_cappuccino,0.45
352,TRFKSXv,hazelnut_cappuccino,0.0
353,Vhpk5shpkk,hazelnut_cappuccino,0.0
354,Yx3rQ,hazelnut_cappuccino,0.1485
355,anH4HDH,hazelnut_cappuccino,0.0
356,d4guBrpB,hazelnut_cappuccino,0.0
357,fJlBu,hazelnut_cappuccino,0.0
358,fa6SQ,hazelnut_cappuccino,0.35
359,gKUuuzg9,hazelnut_cappuccino,0.0
360,iia5SP5,hazelnut_cappuccino,0.6
361,jb1CjU1HF,hazelnut_cappuccino,0.06999999999999999
362,larri45h,hazelnut_cappuccino,0.0
363,oS7WZT0,hazelnut_cappuccino,0.0
364,qpzNDzybrsi,hazelnut_cappuccino,0.0
365,sZfLY,hazelnut_cappuccino,0.0
366,uhDooz5uD,hazelnut_cappuccino,0.0
367,vRXyI,hazelnut_cappuccino,0.0
368,ws0cho3,hazelnut_cappuccino,0.3235
369,ymETMF4M4,hazelnut_cappuccino,0.0
370,0WFqeFiPx3K,light_coffee,0.0
371,0a4Qn,light_coffee,0.0
372,13zpiFiAzJ,light_coffee,0.0
373,2qDLEBNv,light_coffee,0.0
374,5pVcV5V,light_coffee,0.0
375,93xlxT,light_coffee,0.0
376,CCMAqXtVdM,light_coffee,0.0
377,CkfZksM2rBrL,light_coffee,0.0
378,CuAgSlJwl,light_coffee,0.0
379,D6F0qp7s7,light_coffee,0.0
380,F96Kv,light_coffee,0.0
381,FHZemZ,light_coffee,0.0
382,FmxgvxmU,light_coffee,0.0026315789473684206
383,I3RXU,light_coffee,0.0
384,IQtg13hB,light_coffee,0.0
385,M8TX69h8,light_coffee,0.0
386,OCUnH,light_coffee,-0.0030000000000000027
387,OJwzAJ33l,light_coffee,0.0
388,P5BAwzTfB,light_coffee,0.0
389,TRFKSXv,light_coffee,0.0
390,Vhpk5shpkk,light_coffee,0.0
391,Yx3rQ,light_coffee,0.0
392,anH4HDH,light_coffee,0.0
393,d4guBrpB,light_coffee,0.0
394,fJlBu,light_coffee,0.0
395,fa6SQ,light_coffee,0.0
396,gKUuuzg9,light_coffee,0.004545454545454545
397,iia5SP5,light_coffee,0.0
398,jb1CjU1HF,light_coffee,0.0
399,larri45h,light_coffee,0.0
400,oS7WZT0,light_coffee,0.0
401,qpzNDzybrsi,light_coffee,0.0
402,sZfLY,light_coffee,0.0
403,uhDooz5uD,light_coffee,0.0
404,vRXyI,light_coffee,0.0
405,ws0cho3,light_coffee,0.0
406,ymETMF4M4,light_coffee,0.0
407,0WFqeFiPx3K,long_coffee,0.0
408,0a4Qn,long_coffee,-0.0030000000000000027
409,13zpiFiAzJ,long_coffee,0.0
410,2qDLEBNv,long_coffee,0.3888888888888889
411,5pVcV5V,long_coffee,0.0
412,93xlxT,long_coffee,0.0
413,CCMAqXtVdM,long_coffee,0.0
414,CkfZksM2rBrL,long_coffee,0.0
415,CuAgSlJwl,long_coffee,0.0
416,D6F0qp7s7,long_coffee,0.0
417,F96Kv,long_coffee,0.0
418,FHZemZ,long_coffee,0.0
419,FmxgvxmU,long_coffee,0.0
420,I3RXU,long_coffee,0.0
421,IQtg13hB,long_coffee,0.0
422,M8TX69h8,long_coffee,0.0
423,OCUnH,long_coffee,-0.0030000000000000027
424,OJwzAJ33l,long_coffee,0.5384615384615384
425,P5BAwzTfB,long_coffee,0.0
426,TRFKSXv,long_coffee,0.0
427,Vhpk5shpkk,long_coffee,0.0
428,Yx3rQ,long_coffee,0.7375
429,anH4HDH,long_coffee,0.0
430,d4guBrpB,long_coffee,0.0
431,fJlBu,long_coffee,0.0
432,fa6SQ,long_coffee,0.0
433,gKUuuzg9,long_coffee,0.0
434,iia5SP5,long_coffee,0.0
435,jb1CjU1HF,long_coffee,0.0
436,larri45h,long_coffee,0.5
437,oS7WZT0,long_coffee,0.0
438,qpzNDzybrsi,long_coffee,0.0
439,sZfLY,long_coffee,0.0
440,uhDooz5uD,long_coffee,0.0
441,vRXyI,long_coffee,0.8484999999999999
442,ws0cho3,long_coffee,0.0
443,ymETMF4M4,long_coffee,0.12280701754385963
444,0WFqeFiPx3K,long_decaffeinated,0.0
445,0a4Qn,long_decaffeinated,-0.0030000000000000027
446,13zpiFiAzJ,long_decaffeinated,0.0
447,2qDLEBNv,long_decaffeinated,0.0
448,5pVcV5V,long_decaffeinated,0.0
449,93xlxT,long_decaffeinated,0.0
450,CCMAqXtVdM,long_decaffeinated,0.0
451,CkfZksM2rBrL,long_decaffeinated,0.0
452,CuAgSlJwl,long_decaffeinated,0.0
453,D6F0qp7s7,long_decaffeinated,0.0
454,F96Kv,long_decaffeinated,-0.0030000000000000027
455,FHZemZ,long_decaffeinated,0.0
456,FmxgvxmU,long_decaffeinated,0.0
457,I3RXU,long_decaffeinated,0.0
458,IQtg13hB,long_decaffeinated,0.0
459,M8TX69h8,long_decaffeinated,0.0
460,OCUnH,long_decaffeinated,-0.0030000000000000027
461,OJwzAJ33l,long_decaffeinated,0.0
462,P5BAwzTfB,long_decaffeinated,0.0
463,TRFKSXv,long_decaffeinated,0.0
464,Vhpk5shpkk,long_decaffeinated,0.0
465,Yx3rQ,long_decaffeinated,0.0
466,anH4HDH,long_decaffeinated,0.0
467,d4guBrpB,long_decaffeinated,0.0
468,fJlBu,long_decaffeinated,0.0
469,fa6SQ,long_decaffeinated,0.0
470,gKUuuzg9,long_decaffeinated,0.0
471,iia5SP5,long_decaffeinated,0.0
472,jb1CjU1HF,long_decaffeinated,0.0
473,larri45h,long_decaffeinated,0.0
474,oS7WZT0,long_decaffeinated,0.0
475,qpzNDzybrsi,long_decaffeinated,0.0
476,sZfLY,long_decaffeinated,0.0
477,uhDooz5uD,long_decaffeinated,0.0
478,vRXyI,long_decaffeinated,0.0
479,ws0cho3,long_decaffeinated,0.0
480,ymETMF4M4,long_decaffeinated,0.04912280701754385
481,0WFqeFiPx3K,milk_coffee,0.0
482,0a4Qn,milk_coffee,0.4666666666666666
483,13zpiFiAzJ,milk_coffee,0.0
484,2qDLEBNv,milk_coffee,0.07777777777777777
485,5pVcV5V,milk_coffee,0.009859154929577464
486,93xlxT,milk_coffee,0.0
487,CCMAqXtVdM,milk_coffee,0.0
488,CkfZksM2rBrL,milk_coffee,0.0
489,CuAgSlJwl,milk_coffee,0.5673202614379085
490,D6F0qp7s7,milk_coffee,0.403030303030303
491,F96Kv,milk_coffee,1.0
492,FHZemZ,milk_coffee,0.0
493,FmxgvxmU,milk_coffee,0.02631578947368421
494,I3RXU,milk_coffee,1.0
495,IQtg13hB,milk_coffee,0.0
496,M8TX69h8,milk_coffee,0.674074074074074
497,OCUnH,milk_coffee,0.15255555555555553
498,OJwzAJ33l,milk_coffee,0.0
499,P5BAwzTfB,milk_coffee,0.0
500,TRFKSXv,milk_coffee,0.0
501,Vhpk5shpkk,milk_coffee,0.0
502,Yx3rQ,milk_coffee,0.0
503,anH4HDH,milk_coffee,0.0
504,d4guBrpB,milk_coffee,0.0
505,fJlBu,milk_coffee,0.2333333333333333
506,fa6SQ,milk_coffee,0.3818333333333333
507,gKUuuzg9,milk_coffee,0.5659090909090908
508,iia5SP5,milk_coffee,0.0
509,jb1CjU1HF,milk_coffee,0.5599999999999999
510,larri45h,milk_coffee,0.19999999999999998
511,oS7WZT0,milk_coffee,0.7
512,qpzNDzybrsi,milk_coffee,0.0
513,sZfLY,milk_coffee,0.0
514,uhDooz5uD,milk_coffee,0.6481481481481481
515,vRXyI,milk_coffee,-0.0030000000000000027
516,ws0cho3,milk_coffee,0.3
517,ymETMF4M4,milk_coffee,0.0
518,0WFqeFiPx3K,milk_coffee kafeinagabe,0.0
519,0a4Qn,milk_coffee kafeinagabe,0.1485
520,13zpiFiAzJ,milk_coffee kafeinagabe,0.0
521,2qDLEBNv,milk_coffee kafeinagabe,0.0
522,5pVcV5V,milk_coffee kafeinagabe,0.0
523,93xlxT,milk_coffee kafeinagabe,0.0
524,CCMAqXtVdM,milk_coffee kafeinagabe,0.0
525,CkfZksM2rBrL,milk_coffee kafeinagabe,0.0
526,CuAgSlJwl,milk_coffee kafeinagabe,0.0
527,D6F0qp7s7,milk_coffee kafeinagabe,0.0
528,F96Kv,milk_coffee kafeinagabe,0.0
529,FHZemZ,milk_coffee kafeinagabe,0.0
530,FmxgvxmU,milk_coffee kafeinagabe,0.0
531,I3RXU,milk_coffee kafeinagabe,0.0
532,IQtg13hB,milk_coffee kafeinagabe,0.0
533,M8TX69h8,milk_coffee kafeinagabe,0.0
534,OCUnH,milk_coffee kafeinagabe,0.0
535,OJwzAJ33l,milk_coffee kafeinagabe,0.0
536,P5BAwzTfB,milk_coffee kafeinagabe,0.0
537,TRFKSXv,milk_coffee kafeinagabe,0.0
538,Vhpk5shpkk,milk_coffee kafeinagabe,0.029166666666666664
539,Yx3rQ,milk_coffee kafeinagabe,0.0
540,anH4HDH,milk_coffee kafeinagabe,0.0
541,d4guBrpB,milk_coffee kafeinagabe,0.0
542,fJlBu,milk_coffee kafeinagabe,0.0
543,fa6SQ,milk_coffee kafeinagabe,0.0
544,gKUuuzg9,milk_coffee kafeinagabe,0.0
545,iia5SP5,milk_coffee kafeinagabe,0.0
546,jb1CjU1HF,milk_coffee kafeinagabe,0.0
547,larri45h,milk_coffee kafeinagabe,0.0
548,oS7WZT0,milk_coffee kafeinagabe,0.0
549,qpzNDzybrsi,milk_coffee kafeinagabe,0.0
550,sZfLY,milk_coffee kafeinagabe,0.0
551,uhDooz5uD,milk_coffee kafeinagabe,0.0
552,vRXyI,milk_coffee kafeinagabe,0.0
553,ws0cho3,milk_coffee kafeinagabe,0.0
554,ymETMF4M4,milk_coffee kafeinagabe,0.0
555,0WFqeFiPx3K,txokolate white,0.0
556,0a4Qn,txokolate white,0.22627777777777774
557,13zpiFiAzJ,txokolate white,0.0
558,2qDLEBNv,txokolate white,0.0
559,5pVcV5V,txokolate white,0.0
560,93xlxT,txokolate white,0.0
561,CCMAqXtVdM,txokolate white,0.0
562,CkfZksM2rBrL,txokolate white,0.0
563,CuAgSlJwl,txokolate white,0.0
564,D6F0qp7s7,txokolate white,0.0
565,F96Kv,txokolate white,0.0
566,FHZemZ,txokolate white,0.0
567,FmxgvxmU,txokolate white,0.0
568,I3RXU,txokolate white,0.0
569,IQtg13hB,txokolate white,0.0
570,M8TX69h8,txokolate white,0.0
571,OCUnH,txokolate white,0.0
572,OJwzAJ33l,txokolate white,0.0
573,P5BAwzTfB,txokolate white,0.049999999999999996
574,TRFKSXv,txokolate white,0.0
575,Vhpk5shpkk,txokolate white,0.0
576,Yx3rQ,txokolate white,0.0
577,anH4HDH,txokolate white,0.0
578,d4guBrpB,txokolate white,0.0
579,fJlBu,txokolate white,-0.0030000000000000027
580,fa6SQ,txokolate white,0.0
581,gKUuuzg9,txokolate white,0.0
582,iia5SP5,txokolate white,0.0
583,jb1CjU1HF,txokolate white,0.0
584,larri45h,txokolate white,0.0
585,oS7WZT0,txokolate white,0.0
586,qpzNDzybrsi,txokolate white,0.0
587,sZfLY,txokolate white,0.0
588,uhDooz5uD,txokolate white,0.0
589,vRXyI,txokolate white,0.0
590,ws0cho3,txokolate white,0.0
591,ymETMF4M4,txokolate white,0.0
